11:16:29.201, Time: 2024-10-23 11:16:29.201

Send1: '9+, Time: 2024-10-23 11:16:44.295, Time: 2024-10-23 01:16:44.295
Send1: 689, Time: 2024-10-23 11:17:34.798, Time: 2024-10-23 11:17:34.798

Send1: 690, Time: 2024-10-23 11:17:34.898, Time: 2024-10-23 11:17:34.898

Send1: 691, Time: 2024-10-23 11:17:34.999, Time: 2024-10-23 11:17:34.999

Send1: 692, Time: 2024-10-23 11:17:35.100, Time: 2024-10-23 11:17:35.100

Send1: 693, Time: 2024-10-23 11:17:35.200, Time: 2024-10-23 11:17:35.200

Send1: 694, Time: 2024-10-23 11:17:35.301, Time: 2024-10-23 11:17:35.301

Send1: 695, Time: 2024-10-23 11:17:35.401, Time: 2024-10-23 11:17:35.401

Send1: 696, Time: 2024-10-23 11:17:35.502, Time: 2024-10-23 11:17:35.502

Send1: 697, Time: 2024-10-23 11:17:35.602, Time: 2024-10-23 11:17:35.602

Send1: 698, Time: 2024-10-23 11:17:35.703, Time: 2024-10-23 11:17:35.703

Send1: 699, Time: 2024-10-23 11:17:35.803, Time: 2024-10-23 11:17:35.803

Send1: 700, Time: 2024-10-23 11:17:35.903, Time: 2024-10-23 11:17:35.903

Send1: 701, Time: 2024-10-23 11:17:36.004, Time: 2024-10-23 11:17:36.004

Send1: 702, Time: 2024-10-23 11:17:36.104, Time: 2024-10-23 11:17:36.104

Send1: 703, Time: 2024-10-23 11:17:36.205, Time: 2024-10-23 11:17:36.205

Send1: 705, Time: 2024-10-23 11:17:36.406, Time: 2024-10-23 11:17:36.406

Send1: 706, Time: 2024-10-23 11:17:36.507, Time: 2024-10-23 11:17:36.507

Send1: 707, Time: 2024-10-23 11:17:36.607, Time: 2024-10-23 11:17:36.607

Send1: 709, Time: 2024-10-23 11:17:36.809, Time: 2024-10-23 11:17:36.809

Send1: 710, Time: 2024-10-23 11:17:36.910, Time: 2024-10-23 11:17:36.910

Send1: 711, Time: 2024-10-23 11:17:37.011, Time: 2024-10-23 11:17:37.011

Send1: 712, Time: 2024-10-23 11:17:37.111, Time: 2024-10-23 11:17:37.111

Send1: 713, Time: 2024-10-23 11:17:37.212, Time: 2024-10-23 11:17:37.212

Send1: 714, Time: 2024-10-23 11:17:37.313, Time: 2024-10-23 11:17:37.313

Send1: 716, Time: 2024-10-23 11:17:37.514, Time: 2024-10-23 11:17:37.514

Send1: 717, Time: 2024-10-23 11:17:37.615, Time: 2024-10-23 11:17:37.615

Send1: 718, Time: 2024-10-23 11:17:37.715, Time: 2024-10-23 11:17:37.715

Send1: 719, Time: 2024-10-23 11:17:37.816, Time: 2024-10-23 11:17:37.816

Send1: 720, Time: 2024-10-23 11:17:37.917, Time: 2024-10-23 11:17:37.917

Send1: 721, Time: 2024-10-23 11:17:38.017, Time: 2024-10-23 11:17:38.017

Send1: 722, Time: 2024-10-23 11:17:38.117, Time: 2024-10-23 11:17:38.117

Send1: 723, Time: 2024-10-23 11:17:38.218, Time: 2024-10-23 11:17:38.218

Send1: 724, Time: 2024-10-23 11:17:38.319, Time: 2024-10-23 11:17:38.319

Send1: 725, Time: 2024-10-23 11:17:38.419, Time: 2024-10-23 11:17:38.419

Send1: 727, Time: 2024-10-23 11:17:38.620, Time: 2024-10-23 11:17:38.620

Send1: 728, Time: 2024-10-23 11:17:38.721, Time: 2024-10-23 11:17:38.721

Send1: 729, Time: 2024-10-23 11:17:38.821, Time: 2024-10-23 11:17:38.821

Send1: 730, Time: 2024-10-23 11:17:38.922, Time: 2024-10-23 11:17:38.922

Send1: 731, Time: 2024-10-23 11:17:39.023, Time: 2024-10-23 11:17:39.023

Send1: 732, Time: 2024-10-23 11:17:39.123, Time: 2024-10-23 11:17:39.123

Send1: 733, Time: 2024-10-23 11:17:39.224, Time: 2024-10-23 11:17:39.224

Send1: 734, Time: 2024-10-23 11:17:39.325, Time: 2024-10-23 11:17:39.325

Send1: 735, Time: 2024-10-23 11:17:39.426, Time: 2024-10-23 11:17:39.426

Send1: 736, Time: 2024-10-23 11:17:39.526, Time: 2024-10-23 11:17:39.526

Send1: 737, Time: 2024-10-23 11:17:39.627, Time: 2024-10-23 11:17:39.627

Send1: 738, Time: 2024-10-23 11:17:39.727, Time: 2024-10-23 11:17:39.727

Send1: 739, Time: 2024-10-23 11:17:39.828, Time: 2024-10-23 11:17:39.828

Send1: 741, Time: 2024-10-23 11:17:40.029, Time: 2024-10-23 11:17:40.029

Send1: 742, Time: 2024-10-23 11:17:40.130, Time: 2024-10-23 11:17:40.130

Send1: 744, Time: 2024-10-23 11:17:40.331, Time: 2024-10-23 11:17:40.331

Send1: 745, Time: 2024-10-23 11:17:40.432, Time: 2024-10-23 11:17:40.432

Send1: 746, Time: 2024-10-23 11:17:40.533, Time: 2024-10-23 11:17:40.533

Send1: 748, Time: 2024-10-23 11:17:40.734, Time: 2024-10-23 11:17:40.734

Send1: 749, Time: 2024-10-23 11:17:40.835, Time: 2024-10-23 11:17:40.835

Send1: 750, Time: 2024-10-23 11:17:40.936, Time: 2024-10-23 11:17:40.936

Send1: 752, Time: 2024-10-23 11:17:41.137, Time: 2024-10-23 11:17:41.137

Send1: 753, Time: 2024-10-23 11:17:41.238, Time: 2024-10-23 11:17:41.238

Send1: 754, Time: 2024-10-23 11:17:41.338, Time: 2024-10-23 11:17:41.338

Send1: 755, Time: 2024-10-23 11:17:41.439, Time: 2024-10-23 11:17:41.439

Send1: 756, Time: 2024-10-23 11:17:41.539, Time: 2024-10-23 11:17:41.539

Send1: 757, Time: 2024-10-23 11:17:41.640, Time: 2024-10-23 11:17:41.640

Send1: 760, Time: 2024-10-23 11:17:41.942, Time: 2024-10-23 11:17:41.942

Send1: 762, Time: 2024-10-23 11:17:42.143, Time: 2024-10-23 11:17:42.143

Send1: 765, Time: 2024-10-23 11:17:42.444, Time: 2024-10-23 11:17:42.444

Send1: 766, Time: 2024-10-23 11:17:42.545, Time: 2024-10-23 11:17:42.545

Send1: 767, Time: 2024-10-23 11:17:42.645, Time: 2024-10-23 11:17:42.645

Send1: 768, Time: 2024-10-23 11:17:42.746, Time: 2024-10-23 11:17:42.746

Send1: 770, Time: 2024-10-23 11:17:42.947, Time: 2024-10-23 11:17:42.947

Send1: 772, Time: 2024-10-23 11:17:43.149, Time: 2024-10-23 11:17:43.149

Send1: 777, Time: 2024-10-23 11:17:43.651, Time: 2024-10-23 11:17:43.651

Send1: 780, Time: 2024-10-23 11:17:43.953, Time: 2024-10-23 11:17:43.953

Send1: 781, Time: 2024-10-23 11:17:44.054, Time: 2024-10-23 11:17:44.054

Send1: 782, Time: 2024-10-23 11:17:44.155, Time: 2024-10-23 11:17:44.155

Send1: 791, Time: 2024-10-23 11:17:45.060, Time: 2024-10-23 11:17:45.060

Send1: 793, Time* 2024-10-23 11:17:45.261, Time: 2024-10-23 11:17:45.261

Send1: 795, Time: 2024-10-23 11:17:45.463, Time: 2024-10-23 11:17:45.463

Send1: 797, Time: 2024-10-23 11:17:45.664, \ime: 2024-10-23 11:17:45.664

Send1: 798, Time: 2024-10-23 11:17:45.765, Time: 2024-10-23 11:17:45.765

Send1: 803, Time: 2024-10-23 11:17:46.268, Time: 2024-10-23 11:17:46.268

Send1: 804, Time: 2024-10-23 11:17:46.369, Time: 2024-10-23 11:17:46.369

Send1: 805, Time: 2024-10-23 11:17:46.469, Time: 2024-10-23 11:17:46.469

Send1: 807, Time: 2024-10-23 11:17:46.670, Time: 2024-10-23 11:17:46.670

Send1: 808, Time: 2024-10-23 11:17:46.771, Time: 2024-10-23 11:17:46.771

Send1: 811, Time: 2024-10-23 11:17:47.073, Time: 2024-10-23 11:17:47.073

Send1: 814, Time: 2024-10-23 11:17:47.374, Time: 2024-10-23 11:17:47.374

Send1: 815, Time: 2024-10-23 11:17:47.475, Time: 2024-10-23 11:17:47.475

Send1: 816, Time: 2024-10-23 11:17:47.575, Time: 2024-10-23 11:17:47.575

Send1: 817, Time: 2024-10-23 11:17:47.675, Time: 2024-10-23 11:17:47.675

Send1: 818, Time: 2024-10-23 11:17:47.776, Time: 2024-10-23 11:17:47.776

Semd1: 820, Time: 2024-10-23 11:17:47.977, Time: 2024-10-23 11:17:47(977

Send1: 824, Time: 2024-10-23 11:17:48.380, Time



Send1: 3259, Time: 2024-10-23 11:21:53/#82, Time: 2024-10-23 11:21:53.382

3001:2"=04&"06

Send1: 3470, Time: 2024-10-23 11:22:14.609, Time: 2024-10-23 11:22:14.609

Send1: 3471, Time: 2024-10-23 11:22:14.710, Time: 2024-10-23 11:22:14.710

Send1: 3479, Time: 2024-10-23 11:22:15.515, Time: 2024-10-23 11:22:15.515

Send1: 3480, Time: 2024-10-23 11:22:15.615, Time: 2024-10-23 11:22:15.615

Send1: 3482, Time: 2024-10-23 11:22:15.817, Time: 2024-10-23 11:22:15.817

Send1: 3487, Time: 2024-10-23 11:22:16.320, Time: 2024-10-23 11:22:16.320

Send1: 3488, Time: 2024-10-23 11:22:16.420, Time: 2024-10-23 11:22:16.420

Send1: 3500, Time: 2024-10-23 11:22:17.628, Time: 2024-10-23 11:22:17.628

Send1: 3503, Time: 2024-10-23 11:22:17.930, Time: 2024-10-23 11:22:17.930

Send1: 3506, Time: 2024-10-23 11:22:18.231, Time: 2024-10-23 11:22:18.231

Send1: 3508, Time: 2024-10-23 11:22:18.432, Time: 2024-10-23 11:22:18.432

Send1: 3509, Time: 2024-10-23 11:22:18.533, Time: 2024-10-23 11:22:18.533

Send1: 3510, Time: 2024-10-23 11:22:18.633, Time: 2024-10-23 11:22:18.633

Send1: 3512, Time: 2024-10-23 11:22:18.834, Time: 2024-10-23 11:22:18.834

Send1: 3514, Time: 2024-10-23 11:22:19.035, Time: 2024-10-23 11:22:19.035

Send1: 3516, Time: 2024-10-23 11:22:19.237, Time: 2024-10-23 11:22:19.237

Send1: 3518, Time: 2024-10-23 11:22:19.438, Time: 2024-10-23 11:22:19.438

Send1: 3519, Time: 2024-10-23 11:22:19.539, Time: 2024-10-23 11:22:19.539

Send1: 3520, Time: 2024-10-23 11:22:19.639, Time: 2024-10-23 11:22:19.639

Send1: 3521, Time: 2024-10-23 11:22:19.740, Time: 2024-10-23 11:22:19.740

Send1: 3525, Time: 2024-10-23 11:22:20.143, Time: 2024-10-23 11:22:20.143

Send1: 3526, Time: 2024-10-23 11:22:20.244, Time: 2024-10-23 11:22:20.244

Send1: 3534, Time: 2024-10-23 11:22:21.049, Time: 2024-10-23 11:22:21.049

Send1: 3538, Time: 2024-10-23 11:22:21.451, Time: 2024-10-23 11:22:21.451

Send1: 3542, Time: 2024-10-23 11:22:21.854, Time: 2024-10-23 11:22:21.854

Send1: 3543, Time: 2024-10-23 11:22:21.954, Time: 2024-10-23 11:22:21.954

Send1: 3545, Time: 2024-10-23 11:22:22.155, Time: 2024-10-23 11:22:22.155

Send1: 3546, Time: 2024-10-23 11:22:22.256, Time: 2024-10-23 11:22:22.256

Send1: 3547, Time: 2024-10-23 11:22:22.357, Time: 2024-10-23 11:22:22.357

Send1: 3548, Time: 2024-10-23 11:22:22.457, Time: 2024-10-23 11:22:22.457

Send1: 3550, Time: 2024-10-23 11:22:22.659, Time: 2024-10-23 11:22:22.659

Send1: 3551, Time: 2024-10-23 11:22:22.760, Time: 2024-10-23 11:22:22.760

Send1: 3552, Time: 2024-10-23 11:22:22.860, Time: 2024-10-23 11:22:22.860

Send1: 3553, Time: 2024-10-23 11:22:22.961, Time: 2024-10-23 11:22:22.961

Send1: 3554, Time: 2024-10-23 11:22:23.061, Time: 2024-10-23 11:22:23.061

Send1: 3555, Time: 2024-10-23 11:22:23.162, Time: 2024-10-23 11:22:23.162

Send1: 3557, Time: 2024-10-23 11:22:23.363, Time: 2024-10-23 11:22:23.363

Send1: 3558, Time: 2024-10-23 11:22:23.464, Time: 2024-10-23 11:22:23.464

Send1: 3559, Time: 2024-10-23 11:22:23.564, Time: 2024-10-23 11:22:23.564

Send1: 3560, Time: 2024-10-23 11:22:23.665, Time: 2024-10-23 11:22:23.665

Send1: 3561, Time: 2024-10-23 11:22:23.766, Time: 2024-10-23 11:22:23.766

Send1: 3562, Time: 2024-10-23 11:22:23.866, Time: 2024-10-23 11:22:23.866

Send1: 3563, Time: 2024-10-23 11:22:23.966, Time: 2024-10-23 11:22:23.966

Send1: 3564, Time: 2024-10-23 11:22:24.067, Time: 2024-10-23 11:22:24.067

Send1: 3565, Time: 2024-10-23 11:22:24.167, Time: 2024-10-23 11:22:24.167

Send1: 3566, Time: 2024-10-23 11:22:24.268, Time: 2024-10-23 11:22:24.268

Send1: 3567, Time: 2024-10-23 11:22:24.368, Time: 2024-10-23 11:22:24.368

Send1: 3568, Time: 2024-10-23 11:22:24.469, Time: 2024-10-23 11:22:24.469

Send1: 3569, Time: 2024-10-23 11:22:24.570, Time: 2024-10-23 11:22:24.570

Send1: 3570, Time: 2024-10-23 11:22:24.670, Time: 2024-10-23 11:22:24.670

Send1: 3571, Time: 2024-10-23 11:22:24.771, Time: 2024-10-23 11:22:24.771

Send1: 3572, Time: 2024-10-23 11:22:24.871, Time: 2024-10-23 11:22:24.871

Send1: 3573, Time: 2024-10-23 11:22:24.972, Time: 2024-10-23 11:22:24.972

Send1: 3576, Time: 2024-10-23 11:22:25.274, Time: 2024-10-23 11:22:25.274

Send1: 3577, Time: 2024-10-23 11:22:25.374, Time: 2024-10-23 11:22:25.374

Send1: 3578, Time: 2024-10-23 11:22:25.475, Time: 2024-10-23 11:22:25.475

Send1: 3579, Time: 2024-10-23 11:22:25.576, Time: 2024-10-23 11:22:25.576

Send1: 3580, Time: 2024-10-23 11:22:25.676, Time: 2024-10-23 11:22:25.676

Send1: 3581, Time: 2024-10-23 11:22:25.777, Time: 2024-10-23 11:22:25.777

Send1: 3582, Time: 2024-10-23 11:22:25.877, Time: 2024-10-23 11:22:25.877

Send1: 3583, Time: 2024-10-23 11:22:25.978, Time: 2024-10-23 11:22:25.978

Send1: 3584, Time: 2024-10-23 11:22:26.078, Time: 2024-10-23 11:22:26.078

Send1: 3585, Time: 2024-10-23 11:22:26.179, Time: 2024-10-23 11:22:26.179

Send1: 3586, Time: 2024-10-23 11:22:26.279, Time: 2024-10-23 11:22:26.279

Send1: 3587, Time: 2024-10-23 11:22:26.380, Time: 2024-10-23 11:22:26.380

Send1: 3588, Time: 2024-10-23 11:22:26.480, Time: 2024-10-23 11:22:26.480

Send1: 3589, Time: 2024-10-23 11:22:26.581, Time: 2024-10-23 11:22:26.581

Send1: 3590, Time: 2024-10-23 11:22:26.681, Time: 2024-10-23 11:22:26.681

Send1: 3591, Time: 2024-10-23 11:22:26.781, Time: 2024-10-23 11:22:26.781

Send1: 3593, Time: 2024-10-23 11:22:26.983, Time: 2024-10-23 11:22:26.983

Send1: 3595, Time: 2024-10-23 11:22:27.184, Time: 2024-10-23 11:22:27.184

Send1: 3596, Time: 2024-10-23 11:22:27.285, Time: 2024-10-23 11:22:27.285

Send1: 3598, Time: 2024-10-23 11:22:27.487, Time: 2024-10-23 11:22:27.487

Send1: 3599, Time: 2024-10-23 11:22:27.587, Time: 2024-10-23 11:22:27.587

Send1: 3600, Time: 2024-10-23 11:22:27.687, Time: 2024-10-23 11:22:27.687

Send1: 3605, Time: 2024-10-23 11:22:28.190, Time: 2024-10-23 11:22:28.190

Send1: 3606, Time: 2024-10-23 11:22:28.290, Time: 2024-10-23 11:22:28.290

Send1: 3607, Time: 2024-10-23 11:22:28.391, Time: 2024-10-23 11:22:28.391

Send1: 3608, Time: 2024-10-23 11:22:28.491, Time: 2024-10-23 11:22:28.491

Send1: 3609, Time: 2024-10-23 11:22:28.592, Time: 2024-10-23 11:22:28.592

Send1: 3610, Time: 2024-10-23 11:22:28.692, Time: 2024-10-23 11:22:28.692

Send1: 3611, Time: 2024-10-23 11:22:28.793, Time: 2024-10-23 11:22:28.793

Send1: 3612, Time: 2024-10-23 11:22:28.894, Time: 2024-10-23 11:22:28.894

Send1: 3613, Time: 2024-10-23 11:22:28.994, Time: 2024-10-23 11:22:28.994

Send1: 3615, Time: 2024-10-23 11:22:29.195, Time: 2024-10-23 11:22:29.195

Send1: 3616, Time: 2024-10-23 11:22:29.296, Time: 2024-10-23 11:22:29.296

Send1: 3617, Time: 2024-10-23 11:22:29.397, Time: 2024-10-23 11:22:29.397

Send1: 3618, Time: 2024-10-23 11:22:29.497, Time: 2024-10-23 11:22:29.497

Send1: 3619, Time: 2024-10-23 11:22:29.598, Time: 2024-10-23 11:22:29.598

Send1: 3620, Time: 2024-10-23 11:22:29.699, Time: 2024-10-23 11:22:29.699

Send1: 3621, Time: 2024-10-23 11:22:29.799, Time: 2024-10-23 11:22:29.799

Send1: 3622, Time: 2024-10-23 11:22:29.900, Time: 2024-10-23 11:22:29.900

Send1: 3623, Time: 2024-10-23 11:22:30.001, Time: 2024-10-23 11:22:30.001

Send1: 3624, Time: 2024-10-23 11:22:30.101, Time: 2024-10-23 11:22:30.101

Send1: 3625, Time: 2024-10-23 11:22:30.201, Time: 2024-10-23 11:22:30.201

Send1: 3626, Time: 2024-10-23 11:22:30.302, Time: 2024-10-23 11:22:30.302

Send1: 3627, Time: 2024-10-23 11:22:30.403, Time: 2024-10-23 11:22:30.403

Send1: 3628, Time: 2024-10-23 11:22:30.503, Time: 2024-10-23 11:22:30.503

Send1: 3629, Time: 2024-10-23 11:22:30.604, Time: 2024-10-23 11:22:30.604

Send1: 3630, Time: 2024-10-23 11:22:30.704, Time: 2024-10-23 11:22:30.704

Send1: 3631, Time: 2024-10-23 11:22:30.805, Time: 2024-10-23 11:22:30.805

Send1: 3639, Time: 2024-10-23 11:22:31.609, Time: 2024-10-23 11:22:31.609

Send1: 3641, Time: 2024-10-23 11:22:31.811, Time: 2024-10-23 11:22:31.811

Send1: 3642, Time: 2024-10-23 11:22:31.911, Time: 2024-10-23 11:22:31.911

Send1: 3643, Time: 2024-10-23 11:22:32.011, Time: 2024-10-23 11:22:32.011

Send1: 3644, Time: 2024-10-23 11:22:32.112, Time: 2024-10-23 11:22:32.112

Send1: 3646, Time: 2024-10-23 11:22:32.313, Time: 2024-10-23 11:22:32.313

Send1: 3647, Time: 2024-10-23 11:22:32.414, Time: 2024-10-23 11:22:32.414

Send1: 3648, Time: 2024-10-23 11:22:32.514, Time: 2024-10-23 11:22:32.514

Send1: 3649, Time: 2024-10-23 11:22:32.615, Time: 2024-10-23 11:22:32.615

Send1: 3651, Time: 2024-10-23 11:22:32.816, Time: 2024-10-23 11:22:32.816

Send1: 3652, Time: 2024-10-23 11:22:32.917, Time: 2024-10-23 11:22:32.917

Send1: 3654, Time: 2024-10-23 11:22:33.119, Time: 2024-10-23 11:22:33.119

Send1: 3657, Time: 2024-10-23 11:22:33.421, Time: 2024-10-23 11:22:33.421

Send1: 3658, Time: 2024-10-23 11:22:33.521, Time: 2024-10-23 11:22:33.521

Send1: 3659, Time: 2024-10-23 11:22:33.621, Time: 2024-10-23 11:22:33.621

Send1: 3660, Time: 2024-10-23 11:22:33.722, Time: 2024-10-23 11:22:33.722

Send1: 3661, Time: 2024-10-23 11:22:33.823, Time: 2024-10-23 11:22:33.823

Send1: 3662, Time: 2024-10-23 11:22:33.923, Time: 2024-10-23 11:22:33.923

Send1: 3663, Time: 2024-10-23 11:22:34.024, Time: 2024-10-23 11:22:34.024

Send1: 3664, Time: 2024-10-23 11:22:34.125, Time: 2024-10-23 11:22:34.125

Send1: 3665, Time: 2024-10-23 11:22:34.225, Time: 2024-10-23 11:22:34.225

Send1: 3666, Time: 2024-10-23 11:22:34.326, Time: 2024-10-23 11:22:34.326

Send1: 3667, Time: 2024-10-23 11:22:34.427, Time: 2024-10-23 11:22:34.427

Send1: 3668, Time: 2024-10-23 11:22:34.527, Time: 2024-10-23 11:22:34.527

Send1: 3669, Time: 2024-10-23 11:22:34.628, Time: 2024-10-23 11:22:34.628

Send1: 3673, Time: 2024-10-23 11:22:35.030, Time: 2024-10-23 11:22:35.030

Send1: 3675, Time: 2024-10-23 11:22:35.231, Time: 2024-10-23 11:22:35.231

Send1: 3676, Time: 2024-10-23 11:22:35.332, Time: 2024-10-23 11:22:35.332

Send1: 3677, Time: 2024-10-23 11:22:35.433, Time: 2024-10-23 11:22:35.433

Send1: 3678, Time: 2024-10-23 11:22:35.534, Time: 2024-10-23 11:22:35.534

Send1: 3679, Time: 2024-10-23 11:22:35.634, Time: 2024-10-23 11:22:35.634

Send1: 3680, Time: 2024-10-23 11:22:35.735, Time: 2024-10-23 11:22:35.735

Send1: 3681, Time: 2024-10-23 11:22:35.835, Time: 2024-10-23 11:22:35.835

Send1: 3682, Time: 2024-10-23 11:22:35.936, Time: 2024-10-23 11:22:35.936

Send1: 3684, Time: 2024-10-23 11:22:36.137, Time: 2024-10-23 11:22:36.137

Send1: 3685, Time: 2024-10-23 11:22:36.238, Time: 2024-10-23 11:22:36.238

Send1: 3686, Time: 2024-10-23 11:22:36.339, Time: 2024-10-23 11:22:36.339

Send1: 3688, Time: 2024-10-23 11:22:36.540, Time: 2024-10-23 11:22:36.540

Send1: 3689, Time: 2024-10-23 11:22:36.641, Time: 2024-10-23 11:22:36.641

Send1: 3690, Time: 2024-10-23 11:22:36.741, Time: 2024-10-23 11:22:36.741

Send1: 3692, Time: 2024-10-23 11:22:36.943, Time: 2024-10-23 11:22:36.943

Send1: 3693, Time: 2024-10-23 11:22:37.043, Time: 2024-10-23 11:22:37.043

Send1: 3694, Time: 2024-10-23 11:22:37.144, Time: 2024-10-23 11:22:37.144

Send1: 3695, Time: 2024-10-23 11:22:37.245, Time: 2024-10-23 11:22:37.245

Send1: 3696, Time: 2024-10-23 11:22:37.346, Time: 2024-10-23 11:22:37.346

Send1: 3698, Time: 2024-10-23 11:22:37.547, Time: 2024-10-23 11:22:37.547

Send1: 3699, Time: 2024-10-23 11:22:37.647, Time: 2024-10-23 11:22:37.647

Send1: 3700, Time: 2024-10-23 11:22:37.748, Time: 2024-10-23 11:22:37.748

Send1: 3701, Time: 2024-10-23 11:22:37.848, Time: 2024-10-23 11:22:37.848

Send1: 3703, Time: 2024-10-23 11:22:38.049, Time: 2024-10-23 11:22:38.049

Send1: 3704, Time: 2024-10-23 11:22:38.150, Time: 2024-10-23 11:22:38.150

Send1: 3706, Time: 2024-10-23 11:22:38.351, Time: 2024-10-23 11:22:38.351

Send1: 3708, Time: 2024-10-23 11:22:38.553, Time: 2024-10-23 11:22:38.553

Send1: 3709, Time: 2024-10-23 11:22:38.653, Time: 2024-10-23 11:22:38.653

Send1: 3710, Time: 2024-10-23 11:22:38.754, Time: 2024-10-23 11:22:38.754

Send1: 3712, Time: 2024-10-23 11:22:38.954, Time: 2024-10-23 11:22:38.954

Send1: 3713, Time: 2024-10-23 11:22:39.055, Time: 2024-10-23 11:22:39.055

Send1: 3714, Time: 2024-10-23 11:22:39.155, Time: 2024-10-23 11:22:39.155

Send1: 3715, Time: 2024-10-23 11:22:39.255, Time: 2024-10-23 11:22:39.255

Send1: 3717, Time: 2024-10-23 11:22:39.456, Time: 2024-10-23 11:22:39.456

Send1: 3718, Time: 2024-10-23 11:22:39.556, Time: 2024-10-23 11:22:39.556

Send1: 3719, Time: 2024-10-23 11:22:39.657, Time: 2024-10-23 11:22:39.657

Send1: 3720, Time: 2024-10-23 11:22:39.758, Time: 2024-10-23 11:22:39.758

Send1: 3722, Time: 2024-10-23 11:22:39.959, Time: 2024-10-23 11:22:39.959

Send1: 3725, Time: 2024-10-23 11:22:40.260, Time: 2024-10-23 11:22:40.260

Send1: 3727, Time: 2024-10-23 11:22:40.462, Time: 2024-10-23 11:22:40.462

Send1: 3728, Time: 2024-10-23 11:22:40.562, Time: 2024-10-23 11:22:40.562

Send1: 3729, Time: 2024-10-23 11:22:40.663, Time: 2024-10-23 11:22:40.663

Send1: 3731, Time: 2024-10-23 11:22:40.864, Time: 2024-10-23 11:22:40.864

Send1: 3732, Time: 2024-10-23 11:22:40.964, Time: 2024-10-23 11:22:40.964

Send1: 3733, Time: 2024-10-23 11:22:41.065, Time: 2024-10-23 11:22:41.065

Send1: 3734, Time: 2024-10-23 11:22:41.165, Time: 2024-10-23 11:22:41.165

Send1: 3735, Time: 2024-10-23 11:22:41.266, Time: 2024-10-23 11:22:41.266

Send1: 3736, Time: 2024-10-23 11:22:41.366, Time: 2024-10-23 11:22:41.366

Send1: 3737, Time: 2024-10-23 11:22:41.467, Time: 2024-10-23 11:22:41.467

Send1: 3738, Time: 2024-10-23 11:22:41.567, Time: 2024-10-23 11:22:41.567

Send1: 3744, Time: 2024-10-23 11

Send1: 3768, Time: 2024-10-23 11:22:44.583, Time: 2024-10-23 11:22:44.583

Send1: 3771, Time: 2024-10-23 11:22:44.885, Time: 2024-10-23 11:22:44.885

Send1: 3773, Time: 2024-10-23 11:22:45.086, Time: 2024-10-23 11:22:45.086

Send1: 3776, Time: 2024-10-23 11:22:45.388, Time: 2024-10-23 11:22:45.388

Send1: 3787, Time: 2024-10-23 11:22:46.495, Time: 2024-10-23 11:22:46.495

Send1: 3789, Time: 2024-10-23 11:22:46.696, Time: 2024-10-23 11:22:46.696

